# x #f(x)
-10.000000	-856.000000
-9.900000	-828.689000
-9.800000	-801.952000
-9.700000	-775.783000
-9.600000	-750.176000
-9.500000	-725.125000
-9.400000	-700.624000
-9.300000	-676.667000
-9.200000	-653.248000
-9.100000	-630.361000
-9.000000	-608.000000
-8.900000	-586.159000
-8.800000	-564.832000
-8.700000	-544.013000
-8.600000	-523.696000
-8.500000	-503.875000
-8.400000	-484.544000
-8.300000	-465.697000
-8.200000	-447.328000
-8.100000	-429.431000
-8.000000	-412.000000
-7.900000	-395.029000
-7.800000	-378.512000
-7.700000	-362.443000
-7.600000	-346.816000
-7.500000	-331.625000
-7.400000	-316.864000
-7.300000	-302.527000
-7.200000	-288.608000
-7.100000	-275.101000
-7.000000	-262.000000
-6.900000	-249.299000
-6.800000	-236.992000
-6.700000	-225.073000
-6.600000	-213.536000
-6.500000	-202.375000
-6.400000	-191.584000
-6.300000	-181.157000
-6.200000	-171.088000
-6.100000	-161.371000
-6.000000	-152.000000
-5.900000	-142.969000
-5.800000	-134.272000
-5.700000	-125.903000
-5.600000	-117.856000
-5.500000	-110.125000
-5.400000	-102.704000
-5.300000	-95.587000
-5.200000	-88.768000
-5.100000	-82.241000
-5.000000	-76.000000
-4.900000	-70.039000
-4.800000	-64.352000
-4.700000	-58.933000
-4.600000	-53.776000
-4.500000	-48.875000
-4.400000	-44.224000
-4.300000	-39.817000
-4.200000	-35.648000
-4.100000	-31.711000
-4.000000	-28.000000
-3.900000	-24.509000
-3.800000	-21.232000
-3.700000	-18.163000
-3.600000	-15.296000
-3.500000	-12.625000
-3.400000	-10.144000
-3.300000	-7.847000
-3.200000	-5.728000
-3.100000	-3.781000
-3.000000	-2.000000
-2.900000	-0.379000
-2.800000	1.088000
-2.700000	2.407000
-2.600000	3.584000
-2.500000	4.625000
-2.400000	5.536000
-2.300000	6.323000
-2.200000	6.992000
-2.100000	7.549000
-2.000000	8.000000
-1.900000	8.351000
-1.800000	8.608000
-1.700000	8.777000
-1.600000	8.864000
-1.500000	8.875000
-1.400000	8.816000
-1.300000	8.693000
-1.200000	8.512000
-1.100000	8.279000
-1.000000	8.000000
-0.900000	7.681000
-0.800000	7.328000
-0.700000	6.947000
-0.600000	6.544000
-0.500000	6.125000
-0.400000	5.696000
-0.300000	5.263000
-0.200000	4.832000
-0.100000	4.409000
0.000000	4.000000
0.100000	3.611000
0.200000	3.248000
0.300000	2.917000
0.400000	2.624000
0.500000	2.375000
0.600000	2.176000
0.700000	2.033000
0.800000	1.952000
0.900000	1.939000
1.000000	2.000000
1.100000	2.141000
1.200000	2.368000
1.300000	2.687000
1.400000	3.104000
1.500000	3.625000
1.600000	4.256000
1.700000	5.003000
1.800000	5.872000
1.900000	6.869000
2.000000	8.000000
2.100000	9.271000
2.200000	10.688000
2.300000	12.257000
2.400000	13.984000
2.500000	15.875000
2.600000	17.936000
2.700000	20.173000
2.800000	22.592000
2.900000	25.199000
3.000000	28.000000
3.100000	31.001000
3.200000	34.208000
3.300000	37.627000
3.400000	41.264000
3.500000	45.125000
3.600000	49.216000
3.700000	53.543000
3.800000	58.112000
3.900000	62.929000
4.000000	68.000000
4.100000	73.331000
4.200000	78.928000
4.300000	84.797000
4.400000	90.944000
4.500000	97.375000
4.600000	104.096000
4.700000	111.113000
4.800000	118.432000
4.900000	126.059000
5.000000	134.000000
5.100000	142.261000
5.200000	150.848000
5.300000	159.767000
5.400000	169.024000
5.500000	178.625000
5.600000	188.576000
5.700000	198.883000
5.800000	209.552000
5.900000	220.589000
6.000000	232.000000
6.100000	243.791000
6.200000	255.968000
6.300000	268.537000
6.400000	281.504000
6.500000	294.875000
6.600000	308.656000
6.700000	322.853000
6.800000	337.472000
6.900000	352.519000
7.000000	368.000000
7.100000	383.921000
7.200000	400.288000
7.300000	417.107000
7.400000	434.384000
7.500000	452.125000
7.600000	470.336000
7.700000	489.023000
7.800000	508.192000
7.900000	527.849000
8.000000	548.000000
8.100000	568.651000
8.200000	589.808000
8.300000	611.477000
8.400000	633.664000
8.500000	656.375000
8.600000	679.616000
8.700000	703.393000
8.800000	727.712000
8.900000	752.579000
9.000000	778.000000
9.100000	803.981000
9.200000	830.528000
9.300000	857.647000
9.400000	885.344000
9.500000	913.625000
9.600000	942.496000
9.700000	971.963000
9.800000	1002.032000
9.900000	1032.709000
10.000000	1064.000000
